StationID,StateID,State,Region,City,StationName,StationType,TotalChargers,Status,InstallationDate
1569,11,Karnataka,South,Karnataka City 7,EV Station 1569,Workplace,17,Active,2025-06-15
1570,14,Maharashtra,West,Maharashtra City 3,EV Station 1570,Public,16,Active,2026-04-28
1571,2,Arunachal Pradesh,Northeast,Arunachal City 5,EV Station 1571,Fleet,7,Active,2024-01-29
1572,16,Meghalaya,Northeast,Meghalaya City 3,EV Station 1572,Public,4,Active,2025-12-09
1573,27,Uttarakhand,North,Uttarakhand City 4,EV Station 1573,Fleet,14,Active,2024-03-13
1574,7,Gujarat,West,Gujarat City 4,EV Station 1574,Workplace,20,Active,2025-11-15
1575,11,Karnataka,South,Karnataka City 5,EV Station 1575,Petrol_Pump,16,Active,2026-05-26
1576,22,Sikkim,Northeast,Sikkim City 3,EV Station 1576,Workplace,9,Active,2024-07-18
1577,10,Jharkhand,East,Jharkhand City 2,EV Station 1577,Workplace,12,Maintenance,2024-01-20
1578,24,Telangana,South,Telangana City 3,EV Station 1578,Workplace,13,Active,2026-02-17
1579,26,Uttar Pradesh,North,Uttar City 2,EV Station 1579,Workplace,12,Active,2025-09-01
1580,11,Karnataka,South,Karnataka City 3,EV Station 1580,Fleet,7,Active,2024-08-07
1581,1,Andhra Pradesh,South,Andhra City 3,EV Station 1581,Workplace,16,Active,2024-09-19
1582,11,Karnataka,South,Karnataka City 7,EV Station 1582,Petrol_Pump,5,Maintenance,2025-10-27
1583,6,Goa,West,Goa City 6,EV Station 1583,Fleet,12,Active,2025-09-20
1584,5,Chhattisgarh,Central,Chhattisgarh City 6,EV Station 1584,Petrol_Pump,17,Maintenance,2024-09-25
1585,25,Tripura,Northeast,Tripura City 5,EV Station 1585,Public,5,Active,2024-01-07
1586,14,Maharashtra,West,Maharashtra City 2,EV Station 1586,Workplace,10,Active,2025-03-04
1587,23,Tamil Nadu,South,Tamil City 2,EV Station 1587,Fleet,12,Maintenance,2025-06-21
1588,25,Tripura,Northeast,Tripura City 6,EV Station 1588,Petrol_Pump,20,Active,2024-06-12
1589,14,Maharashtra,West,Maharashtra City 6,EV Station 1589,Workplace,18,Active,2025-12-20
1590,14,Maharashtra,West,Maharashtra City 6,EV Station 1590,Fleet,14,Active,2024-08-04
1591,19,Odisha,East,Odisha City 6,EV Station 1591,Highway,16,Active,2025-07-29
1592,22,Sikkim,Northeast,Sikkim City 4,EV Station 1592,Highway,7,Active,2024-08-04
1593,10,Jharkhand,East,Jharkhand City 7,EV Station 1593,Public,19,Active,2024-06-17
1594,10,Jharkhand,East,Jharkhand City 2,EV Station 1594,Public,8,Active,2026-01-11
1595,27,Uttarakhand,North,Uttarakhand City 4,EV Station 1595,Public,2,Active,2024-07-06
1596,2,Arunachal Pradesh,Northeast,Arunachal City 4,EV Station 1596,Public,5,Active,2025-12-30
1597,4,Bihar,East,Bihar City 1,EV Station 1597,Highway,10,Active,2025-06-03
1598,29,Delhi,North,Delhi City 8,EV Station 1598,Workplace,5,Active,2026-01-25
1599,27,Uttarakhand,North,Uttarakhand City 3,EV Station 1599,Workplace,15,Maintenance,2025-10-19
1600,28,West Bengal,East,West City 4,EV Station 1600,Petrol_Pump,17,Active,2025-07-12
