SessionID,StationID,StateID,State,StartTime,EndTime,DurationMinutes,EnergyConsumedKWh,RatePerKWh,Amount,PaymentMethod,SessionStatus
10435,1305,16,Meghalaya,2025-03-25 16:42:00,2025-03-25 17:40:00,58,34.57,23.43,809.98,UPI,Cancelled
10436,1507,11,Karnataka,2025-05-20 21:44:00,2025-05-21 00:19:00,155,29.72,15.28,454.12,UPI,Completed
10437,1492,14,Maharashtra,2025-01-27 04:10:00,2025-01-27 07:07:00,177,70.41,22.74,1601.12,Wallet,Completed
10438,1438,13,Madhya Pradesh,2026-08-10 23:11:00,2026-08-11 00:00:00,49,52.96,21.11,1117.99,RFID,Completed
10439,1368,9,Himachal Pradesh,2025-11-07 05:10:00,2025-11-07 08:04:00,174,32.0,15.38,492.16,Wallet,Completed
10440,1519,18,Nagaland,2025-12-22 12:13:00,2025-12-22 14:22:00,129,18.26,20.33,371.23,RFID,Completed
10441,1360,4,Bihar,2026-01-03 03:11:00,2026-01-03 06:04:00,173,9.81,19.38,190.12,Card,Completed
10442,1565,3,Assam,2025-07-23 12:36:00,2025-07-23 14:01:00,85,54.84,20.77,1139.03,Wallet,Cancelled
10443,1137,6,Goa,2025-01-03 00:48:00,2025-01-03 03:22:00,154,64.79,14.57,943.99,RFID,Completed
10444,1498,26,Uttar Pradesh,2025-12-17 17:54:00,2025-12-17 20:35:00,161,9.6,23.45,225.12,RFID,Completed
10445,1599,27,Uttarakhand,2025-01-19 01:35:00,2025-01-19 02:02:00,27,50.8,17.58,893.06,Card,Completed
10446,1361,13,Madhya Pradesh,2025-07-21 16:49:00,2025-07-21 17:43:00,54,59.19,17.46,1033.46,UPI,Completed
10447,1369,16,Meghalaya,2025-05-23 05:50:00,2025-05-23 07:10:00,80,66.6,12.23,814.52,Card,Completed
10448,1243,10,Jharkhand,2026-04-06 20:10:00,2026-04-06 20:32:00,22,73.95,12.82,948.04,Card,Completed
10449,1112,24,Telangana,2025-09-24 22:52:00,2025-09-25 01:23:00,151,70.68,13.98,988.11,Card,Failed
10450,1018,23,Tamil Nadu,2025-06-03 03:10:00,2025-06-03 06:04:00,174,87.52,22.21,1943.82,RFID,Completed
10451,1528,5,Chhattisgarh,2025-04-14 19:55:00,2025-04-14 21:29:00,94,37.68,23.42,882.47,Wallet,Cancelled
10452,1309,1,Andhra Pradesh,2026-01-09 13:09:00,2026-01-09 14:17:00,68,91.79,16.85,1546.66,Wallet,Completed
10453,1444,20,Punjab,2025-12-30 21:10:00,2025-12-30 22:48:00,98,75.38,23.62,1780.48,RFID,Failed
10454,1247,21,Rajasthan,2025-03-21 19:21:00,2025-03-21 21:02:00,101,6.57,14.31,94.02,Wallet,Completed
10455,1038,25,Tripura,2025-04-28 15:41:00,2025-04-28 17:57:00,136,17.52,14.63,256.32,RFID,Completed
10456,1298,26,Uttar Pradesh,2026-02-12 07:32:00,2026-02-12 10:25:00,173,17.17,15.27,262.19,Card,Completed
10457,1285,16,Meghalaya,2025-01-11 11:55:00,2025-01-11 14:10:00,135,83.16,16.6,1380.46,Wallet,Completed
10458,1394,21,Rajasthan,2025-09-29 11:29:00,2025-09-29 12:10:00,41,66.98,15.39,1030.82,RFID,Completed
10459,1473,18,Nagaland,2026-03-23 04:51:00,2026-03-23 07:49:00,178,93.28,16.28,1518.6,UPI,Failed
10460,1095,14,Maharashtra,2025-12-14 08:44:00,2025-12-14 11:33:00,169,62.07,13.52,839.19,Card,Completed
10461,1148,27,Uttarakhand,2026-01-14 13:48:00,2026-01-14 15:56:00,128,84.48,23.65,1997.95,RFID,Completed
10462,1169,18,Nagaland,2025-05-26 13:25:00,2025-05-26 16:19:00,174,80.56,19.08,1537.08,UPI,Completed
10463,1254,11,Karnataka,2025-08-01 03:20:00,2025-08-01 05:54:00,154,81.08,15.56,1261.6,Card,Completed
10464,1230,6,Goa,2025-01-26 06:15:00,2025-01-26 07:52:00,97,13.89,16.99,235.99,RFID,Completed
10465,1329,3,Assam,2025-07-21 20:18:00,2025-07-21 22:39:00,141,31.18,15.2,473.94,UPI,Failed
10466,1571,2,Arunachal Pradesh,2025-06-26 13:39:00,2025-06-26 14:04:00,25,79.82,16.38,1307.45,UPI,Completed
10467,1251,23,Tamil Nadu,2026-07-25 12:51:00,2026-07-25 15:47:00,176,47.78,14.31,683.73,RFID,Cancelled
10468,1237,19,Odisha,2025-05-22 11:29:00,2025-05-22 13:41:00,132,78.57,18.09,1421.33,Wallet,Completed
10469,1432,8,Haryana,2025-08-07 14:11:00,2025-08-07 16:28:00,137,75.72,15.56,1178.2,Wallet,Completed
10470,1034,25,Tripura,2025-06-23 12:54:00,2025-06-23 14:20:00,86,61.98,18.65,1155.93,Wallet,Completed
10471,1079,23,Tamil Nadu,2026-07-25 14:41:00,2026-07-25 15:29:00,48,29.06,15.33,445.49,UPI,Completed
10472,1244,27,Uttarakhand,2025-12-26 06:31:00,2025-12-26 09:12:00,161,14.06,17.08,240.14,Card,Completed
10473,1077,20,Punjab,2026-08-18 23:58:00,2026-08-19 02:13:00,135,55.1,15.83,872.23,RFID,Cancelled
10474,1156,15,Manipur,2025-02-11 07:26:00,2025-02-11 08:02:00,36,66.5,15.15,1007.48,Card,Completed
10475,1432,8,Haryana,2025-02-26 07:38:00,2025-02-26 09:53:00,135,24.39,23.98,584.87,Wallet,Failed
10476,1372,30,Jammu and Kashmir,2026-04-20 03:03:00,2026-04-20 05:11:00,128,93.92,21.4,2009.89,UPI,Completed
10477,1220,28,West Bengal,2025-12-01 05:34:00,2025-12-01 07:50:00,136,56.91,13.99,796.17,Wallet,Completed
10478,1308,24,Telangana,2026-05-19 02:02:00,2026-05-19 04:39:00,157,56.62,23.32,1320.38,Card,Completed
10479,1157,5,Chhattisgarh,2026-02-24 07:52:00,2026-02-24 08:32:00,40,75.83,18.55,1406.65,RFID,Completed
10480,1161,15,Manipur,2025-07-14 09:53:00,2025-07-14 11:30:00,97,46.27,20.36,942.06,UPI,Completed
10481,1036,12,Kerala,2025-05-06 08:46:00,2025-05-06 09:37:00,51,14.83,23.39,346.87,Card,Cancelled
10482,1279,17,Mizoram,2025-06-06 22:02:00,2025-06-06 22:23:00,21,88.8,16.34,1450.99,UPI,Completed
10483,1110,21,Rajasthan,2025-02-14 08:27:00,2025-02-14 09:53:00,86,38.81,13.69,531.31,Wallet,Completed
10484,1113,7,Gujarat,2026-04-03 05:45:00,2026-04-03 06:49:00,64,50.65,21.65,1096.57,Card,Completed
10485,1378,23,Tamil Nadu,2025-01-12 16:29:00,2025-01-12 17:03:00,34,91.75,14.4,1321.2,Card,Completed
10486,1582,11,Karnataka,2025-10-29 03:51:00,2025-10-29 04:44:00,53,36.51,14.69,536.33,Card,Completed
10487,1423,12,Kerala,2025-11-26 13:39:00,2025-11-26 14:22:00,43,68.73,21.99,1511.37,RFID,Completed
10488,1186,4,Bihar,2025-08-12 15:10:00,2025-08-12 15:41:00,31,45.56,17.09,778.62,RFID,Completed
10489,1339,12,Kerala,2026-07-04 19:47:00,2026-07-04 20:12:00,25,82.87,18.8,1557.96,Wallet,Completed
10490,1009,3,Assam,2026-06-03 05:33:00,2026-06-03 07:44:00,131,59.62,18.78,1119.66,Card,Completed
10491,1072,2,Arunachal Pradesh,2026-08-17 11:58:00,2026-08-17 14:46:00,168,42.27,15.04,635.74,Card,Completed
10492,1518,18,Nagaland,2025-02-14 23:31:00,2025-02-15 00:33:00,62,28.71,12.05,345.96,RFID,Completed
10493,1047,29,Delhi,2025-04-08 21:33:00,2025-04-08 22:50:00,77,51.85,20.69,1072.78,Wallet,Completed
10494,1252,5,Chhattisgarh,2025-04-18 07:25:00,2025-04-18 08:19:00,54,16.5,23.38,385.77,Card,Completed
10495,1374,18,Nagaland,2026-05-03 01:06:00,2026-05-03 04:01:00,175,50.15,12.28,615.84,Wallet,Completed
10496,1163,15,Manipur,2025-06-27 05:37:00,2025-06-27 08:03:00,146,42.28,12.53,529.77,RFID,Completed
10497,1424,15,Manipur,2026-03-19 01:32:00,2026-03-19 02:44:00,72,85.98,16.03,1378.26,UPI,Completed
10498,1116,26,Uttar Pradesh,2026-01-03 10:07:00,2026-01-03 10:30:00,23,28.92,13.81,399.39,Card,Completed
10499,1016,26,Uttar Pradesh,2025-10-18 05:02:00,2025-10-18 07:05:00,123,33.65,12.66,426.01,Wallet,Completed
10500,1073,24,Telangana,2026-01-03 18:44:00,2026-01-03 20:29:00,105,16.57,13.05,216.24,Wallet,Completed
10501,1416,30,Jammu and Kashmir,2026-02-12 22:53:00,2026-02-13 01:52:00,179,7.25,21.43,155.37,RFID,Completed
10502,1415,12,Kerala,2026-03-04 01:58:00,2026-03-04 02:57:00,59,78.72,12.84,1010.76,RFID,Failed
10503,1558,25,Tripura,2025-08-21 11:56:00,2025-08-21 14:33:00,157,73.45,17.83,1309.61,RFID,Completed
10504,1136,15,Manipur,2025-11-16 23:37:00,2025-11-17 01:11:00,94,67.93,12.27,833.5,UPI,Cancelled
10505,1476,29,Delhi,2025-01-31 23:08:00,2025-02-01 00:48:00,100,16.04,21.87,350.79,RFID,Completed
10506,1191,5,Chhattisgarh,2025-12-01 00:45:00,2025-12-01 02:18:00,93,14.02,16.23,227.54,RFID,Cancelled
10507,1114,14,Maharashtra,2025-10-10 13:46:00,2025-10-10 15:02:00,76,37.33,18.97,708.15,Wallet,Completed
10508,1501,25,Tripura,2025-05-15 01:53:00,2025-05-15 02:41:00,48,90.53,23.99,2171.81,UPI,Cancelled
10509,1236,18,Nagaland,2026-05-12 19:42:00,2026-05-12 22:30:00,168,85.26,22.97,1958.42,Card,Failed
10510,1563,15,Manipur,2025-01-05 13:23:00,2025-01-05 14:34:00,71,90.6,12.92,1170.55,Card,Completed
10511,1205,8,Haryana,2026-07-17 11:20:00,2026-07-17 11:40:00,20,94.3,16.76,1580.47,Card,Completed
10512,1187,23,Tamil Nadu,2026-07-06 08:16:00,2026-07-06 08:38:00,22,53.07,14.62,775.88,Card,Completed
10513,1351,5,Chhattisgarh,2025-09-21 02:48:00,2025-09-21 04:41:00,113,29.41,23.37,687.31,UPI,Completed
10514,1378,23,Tamil Nadu,2025-02-24 18:32:00,2025-02-24 21:08:00,156,34.6,19.84,686.46,UPI,Completed
10515,1332,15,Manipur,2025-03-04 07:51:00,2025-03-04 08:36:00,45,84.66,12.54,1061.64,UPI,Completed
10516,1148,27,Uttarakhand,2025-01-17 16:22:00,2025-01-17 17:08:00,46,13.09,13.58,177.76,UPI,Completed
10517,1330,21,Rajasthan,2025-12-30 13:18:00,2025-12-30 15:04:00,106,18.35,19.63,360.21,RFID,Completed
10518,1466,2,Arunachal Pradesh,2025-03-12 02:40:00,2025-03-12 04:37:00,117,22.71,12.19,276.83,RFID,Completed
10519,1097,3,Assam,2025-04-08 02:30:00,2025-04-08 04:46:00,136,27.75,15.74,436.79,Card,Failed
10520,1189,26,Uttar Pradesh,2025-06-06 01:31:00,2025-06-06 02:57:00,86,10.39,12.23,127.07,UPI,Completed
10521,1287,24,Telangana,2025-09-05 19:06:00,2025-09-05 21:11:00,125,28.8,13.56,390.53,Wallet,Completed
10522,1181,1,Andhra Pradesh,2026-04-10 03:32:00,2026-04-10 04:09:00,37,45.44,20.5,931.52,Card,Completed
10523,1413,10,Jharkhand,2026-02-20 15:52:00,2026-02-20 17:28:00,96,31.34,15.87,497.37,Wallet,Completed
10524,1257,10,Jharkhand,2025-11-06 22:08:00,2025-11-06 22:48:00,40,5.5,12.51,68.8,RFID,Completed
10525,1416,30,Jammu and Kashmir,2026-02-03 10:24:00,2026-02-03 12:31:00,127,82.22,20.84,1713.46,UPI,Completed
10526,1455,5,Chhattisgarh,2025-08-28 10:16:00,2025-08-28 11:55:00,99,77.92,22.07,1719.69,Card,Completed
10527,1393,24,Telangana,2026-08-11 08:03:00,2026-08-11 10:11:00,128,11.7,21.8,255.06,Wallet,Completed
10528,1328,7,Gujarat,2025-08-16 10:46:00,2025-08-16 13:38:00,172,62.06,15.08,935.86,RFID,Completed
10529,1363,26,Uttar Pradesh,2025-05-27 00:04:00,2025-05-27 01:43:00,99,14.93,14.87,222.01,RFID,Completed
10530,1239,13,Madhya Pradesh,2025-10-20 00:09:00,2025-10-20 00:33:00,24,8.82,13.92,122.77,Card,Completed
10531,1318,11,Karnataka,2025-08-21 04:28:00,2025-08-21 07:04:00,156,92.78,20.45,1897.35,RFID,Cancelled
10532,1229,27,Uttarakhand,2026-05-07 10:51:00,2026-05-07 11:43:00,52,71.54,19.92,1425.08,Card,Cancelled
10533,1356,12,Kerala,2025-06-10 00:13:00,2025-06-10 00:51:00,38,21.46,17.64,378.55,RFID,Failed
10534,1196,23,Tamil Nadu,2026-05-01 01:52:00,2026-05-01 03:45:00,113,30.0,20.01,600.3,UPI,Completed
10535,1575,11,Karnataka,2025-06-24 14:20:00,2025-06-24 14:58:00,38,19.43,20.59,400.06,Wallet,Completed
10536,1070,30,Jammu and Kashmir,2026-04-04 05:14:00,2026-04-04 05:56:00,42,89.68,14.33,1285.11,RFID,Completed
10537,1264,10,Jharkhand,2025-05-22 23:50:00,2025-05-23 01:15:00,85,24.98,16.11,402.43,Wallet,Completed
10538,1100,6,Goa,2026-02-15 21:16:00,2026-02-15 23:27:00,131,43.72,19.04,832.43,RFID,Completed
10539,1183,30,Jammu and Kashmir,2025-05-10 20:04:00,2025-05-10 20:36:00,32,31.14,16.08,500.73,Wallet,Completed
10540,1534,18,Nagaland,2026-04-17 22:30:00,2026-04-17 23:47:00,77,75.83,17.54,1330.06,Card,Failed
10541,1519,18,Nagaland,2025-08-13 13:52:00,2025-08-13 14:57:00,65,13.4,14.07,188.54,RFID,Failed
10542,1416,30,Jammu and Kashmir,2025-12-25 03:28:00,2025-12-25 05:29:00,121,43.38,18.32,794.72,Wallet,Completed
10543,1084,6,Goa,2025-06-01 11:26:00,2025-06-01 13:24:00,118,92.29,23.1,2131.9,RFID,Failed
10544,1463,20,Punjab,2026-01-22 20:28:00,2026-01-22 21:11:00,43,52.88,16.28,860.89,Card,Completed
10545,1089,9,Himachal Pradesh,2025-06-09 11:12:00,2025-06-09 13:37:00,145,48.15,19.02,915.81,RFID,Completed
10546,1260,15,Manipur,2025-10-06 05:42:00,2025-10-06 06:30:00,48,61.59,19.56,1204.7,RFID,Completed
10547,1570,14,Maharashtra,2026-04-15 07:35:00,2026-04-15 08:19:00,44,26.7,13.85,369.79,UPI,Completed
10548,1482,22,Sikkim,2025-10-20 18:24:00,2025-10-20 18:47:00,23,20.28,12.0,243.36,Wallet,Cancelled
10549,1471,25,Tripura,2026-08-15 18:08:00,2026-08-15 19:00:00,52,91.29,17.3,1579.32,Card,Completed
10550,1475,25,Tripura,2025-12-05 08:52:00,2025-12-05 10:39:00,107,10.01,13.49,135.03,Wallet,Cancelled
10551,1149,13,Madhya Pradesh,2026-04-20 10:35:00,2026-04-20 13:15:00,160,11.03,22.75,250.93,RFID,Completed
10552,1538,2,Arunachal Pradesh,2025-11-08 20:07:00,2025-11-08 20:36:00,29,52.41,13.15,689.19,Card,Completed
10553,1435,13,Madhya Pradesh,2026-07-11 23:46:00,2026-07-12 01:21:00,95,70.74,14.73,1042.0,RFID,Completed
10554,1075,20,Punjab,2025-03-28 07:23:00,2025-03-28 08:30:00,67,60.42,13.56,819.3,Wallet,Completed
10555,1048,22,Sikkim,2026-07-08 02:38:00,2026-07-08 03:09:00,31,26.86,20.81,558.96,Card,Completed
10556,1181,1,Andhra Pradesh,2025-05-26 19:04:00,2025-05-26 21:35:00,151,14.22,20.85,296.49,Wallet,Completed
10557,1440,22,Sikkim,2025-06-02 02:15:00,2025-06-02 03:29:00,74,26.48,20.28,537.01,UPI,Completed
10558,1408,5,Chhattisgarh,2025-04-02 09:10:00,2025-04-02 09:42:00,32,39.92,14.23,568.06,RFID,Failed
10559,1042,26,Uttar Pradesh,2025-05-01 10:20:00,2025-05-01 13:18:00,178,85.14,22.99,1957.37,RFID,Completed
10560,1501,25,Tripura,2026-03-27 13:49:00,2026-03-27 15:00:00,71,38.31,14.08,539.4,Wallet,Completed
10561,1470,29,Delhi,2025-05-18 10:55:00,2025-05-18 12:47:00,112,6.78,13.41,90.92,UPI,Completed
10562,1515,26,Uttar Pradesh,2026-04-15 09:07:00,2026-04-15 11:39:00,152,12.92,20.46,264.34,Wallet,Completed
10563,1460,16,Meghalaya,2025-04-26 10:34:00,2025-04-26 12:02:00,88,81.24,15.72,1277.09,RFID,Completed
10564,1600,28,West Bengal,2026-01-21 17:15:00,2026-01-21 19:09:00,114,42.99,19.42,834.87,UPI,Failed
10565,1561,6,Goa,2025-02-17 13:04:00,2025-02-17 15:17:00,133,33.87,16.65,563.94,RFID,Completed
10566,1395,10,Jharkhand,2026-06-03 12:00:00,2026-06-03 14:07:00,127,41.12,12.34,507.42,RFID,Completed
10567,1457,17,Mizoram,2025-09-05 12:23:00,2025-09-05 13:02:00,39,56.56,16.82,951.34,UPI,Completed
10568,1454,24,Telangana,2025-05-17 08:34:00,2025-05-17 09:00:00,26,6.72,12.41,83.4,Wallet,Completed
10569,1525,16,Meghalaya,2026-01-11 21:41:00,2026-01-11 22:07:00,26,5.42,22.48,121.84,Wallet,Completed
10570,1030,27,Uttarakhand,2025-12-07 23:49:00,2025-12-08 02:41:00,172,53.69,22.71,1219.3,Wallet,Completed
10571,1399,15,Manipur,2025-01-27 13:13:00,2025-01-27 15:33:00,140,16.46,22.85,376.11,RFID,Completed
10572,1589,14,Maharashtra,2025-12-17 16:42:00,2025-12-17 17:02:00,20,34.62,22.63,783.45,Card,Cancelled
10573,1001,21,Rajasthan,2025-03-10 01:46:00,2025-03-10 04:22:00,156,11.54,22.04,254.34,Card,Completed
10574,1398,22,Sikkim,2026-02-17 15:33:00,2026-02-17 16:32:00,59,68.49,20.11,1377.33,UPI,Completed
10575,1526,29,Delhi,2025-10-02 20:11:00,2025-10-02 21:36:00,85,55.87,17.37,970.46,Wallet,Completed
10576,1159,12,Kerala,2026-07-05 12:16:00,2026-07-05 14:44:00,148,91.23,14.6,1331.96,Card,Completed
10577,1542,17,Mizoram,2025-09-26 20:47:00,2025-09-26 23:21:00,154,61.12,16.29,995.64,RFID,Completed
10578,1555,7,Gujarat,2025-03-26 05:55:00,2025-03-26 07:35:00,100,93.49,21.7,2028.73,UPI,Completed
10579,1138,20,Punjab,2025-05-16 18:27:00,2025-05-16 19:32:00,65,50.89,21.73,1105.84,UPI,Completed
10580,1411,10,Jharkhand,2026-04-02 04:41:00,2026-04-02 06:13:00,92,22.06,12.38,273.1,Wallet,Completed
10581,1210,22,Sikkim,2025-01-04 11:03:00,2025-01-04 13:37:00,154,34.07,17.57,598.61,Wallet,Completed
10582,1435,13,Madhya Pradesh,2026-03-22 16:40:00,2026-03-22 19:30:00,170,83.78,14.27,1195.54,Card,Completed
10583,1329,3,Assam,2025-06-29 22:31:00,2025-06-30 01:05:00,154,54.84,16.16,886.21,RFID,Completed
10584,1483,25,Tripura,2025-10-14 05:16:00,2025-10-14 07:07:00,111,61.47,18.79,1155.02,Card,Completed
10585,1045,9,Himachal Pradesh,2025-08-26 08:08:00,2025-08-26 08:33:00,25,74.53,15.9,1185.03,Wallet,Completed
10586,1197,12,Kerala,2025-06-05 07:06:00,2025-06-05 07:42:00,36,71.85,19.91,1430.53,UPI,Completed
10587,1188,11,Karnataka,2026-05-28 23:45:00,2026-05-29 00:05:00,20,15.16,17.17,260.3,Wallet,Completed
10588,1292,5,Chhattisgarh,2025-07-16 15:57:00,2025-07-16 18:25:00,148,44.39,23.62,1048.49,RFID,Completed
10589,1566,23,Tamil Nadu,2025-11-12 11:58:00,2025-11-12 13:57:00,119,29.08,21.84,635.11,UPI,Completed
10590,1330,21,Rajasthan,2026-02-06 20:39:00,2026-02-06 22:10:00,91,77.19,21.47,1657.27,Wallet,Completed
10591,1587,23,Tamil Nadu,2025-07-09 18:58:00,2025-07-09 21:00:00,122,34.48,23.08,795.8,Card,Completed
10592,1083,1,Andhra Pradesh,2025-10-19 07:48:00,2025-10-19 10:39:00,171,46.72,19.36,904.5,RFID,Cancelled
10593,1522,15,Manipur,2025-01-22 00:33:00,2025-01-22 01:00:00,27,84.09,22.03,1852.5,Wallet,Failed
10594,1301,26,Uttar Pradesh,2025-05-16 16:32:00,2025-05-16 17:58:00,86,14.08,19.05,268.22,RFID,Completed
10595,1570,14,Maharashtra,2026-01-11 22:12:00,2026-01-12 01:00:00,168,47.64,19.78,942.32,Card,Completed
10596,1584,5,Chhattisgarh,2025-01-26 06:08:00,2025-01-26 07:40:00,92,27.65,17.15,474.2,UPI,Completed
10597,1111,9,Himachal Pradesh,2025-06-04 07:02:00,2025-06-04 07:48:00,46,24.37,15.89,387.24,Card,Completed
10598,1047,29,Delhi,2025-10-06 00:17:00,2025-10-06 02:02:00,105,18.86,16.52,311.57,UPI,Completed
10599,1131,23,Tamil Nadu,2026-07-02 00:45:00,2026-07-02 01:50:00,65,35.94,19.37,696.16,RFID,Completed
10600,1133,2,Arunachal Pradesh,2025-07-17 03:31:00,2025-07-17 04:28:00,57,37.61,16.38,616.05,RFID,Completed
10601,1560,21,Rajasthan,2025-12-15 20:56:00,2025-12-15 22:14:00,78,66.3,12.46,826.1,Wallet,Completed
10602,1567,29,Delhi,2025-02-20 13:52:00,2025-02-20 16:27:00,155,54.83,22.16,1215.03,Card,Completed
10603,1437,15,Manipur,2025-09-15 23:53:00,2025-09-16 00:49:00,56,11.54,20.57,237.38,UPI,Completed
10604,1545,3,Assam,2025-01-27 01:55:00,2025-01-27 04:45:00,170,86.55,14.27,1235.07,Card,Completed
10605,1534,18,Nagaland,2026-05-27 10:56:00,2026-05-27 12:32:00,96,33.01,17.4,574.37,RFID,Completed
10606,1557,4,Bihar,2025-07-12 20:41:00,2025-07-12 23:16:00,155,50.23,14.11,708.75,UPI,Completed
10607,1081,21,Rajasthan,2026-02-26 20:38:00,2026-02-26 22:24:00,106,85.84,18.98,1629.24,RFID,Completed
10608,1543,7,Gujarat,2025-12-21 03:18:00,2025-12-21 06:15:00,177,60.92,18.26,1112.4,RFID,Cancelled
10609,1010,21,Rajasthan,2025-06-20 15:41:00,2025-06-20 16:50:00,69,5.45,20.13,109.71,Card,Cancelled
10610,1038,25,Tripura,2025-08-18 11:09:00,2025-08-18 12:47:00,98,11.6,14.35,166.46,Card,Completed
10611,1067,1,Andhra Pradesh,2025-07-03 11:28:00,2025-07-03 13:54:00,146,46.91,17.6,825.62,RFID,Completed
10612,1345,15,Manipur,2025-03-26 13:49:00,2025-03-26 14:49:00,60,60.34,23.73,1431.87,RFID,Completed
10613,1438,13,Madhya Pradesh,2026-05-23 06:16:00,2026-05-23 08:08:00,112,7.96,19.26,153.31,Card,Completed
10614,1529,22,Sikkim,2025-08-22 02:41:00,2025-08-22 03:36:00,55,14.25,12.64,180.12,Card,Cancelled
10615,1516,16,Meghalaya,2025-03-09 11:40:00,2025-03-09 14:06:00,146,50.96,12.99,661.97,Wallet,Completed
10616,1232,13,Madhya Pradesh,2026-03-04 07:58:00,2026-03-04 09:14:00,76,63.55,14.55,924.65,UPI,Completed
10617,1278,20,Punjab,2025-10-05 07:25:00,2025-10-05 09:34:00,129,91.11,15.59,1420.4,UPI,Completed
10618,1501,25,Tripura,2026-03-10 09:18:00,2026-03-10 10:51:00,93,44.31,20.89,925.64,UPI,Completed
10619,1321,3,Assam,2026-03-14 08:09:00,2026-03-14 10:54:00,165,76.22,19.78,1507.63,Card,Completed
10620,1538,2,Arunachal Pradesh,2025-04-17 11:05:00,2025-04-17 13:41:00,156,88.7,20.49,1817.46,Wallet,Completed
10621,1526,29,Delhi,2025-09-16 14:24:00,2025-09-16 15:54:00,90,59.13,20.06,1186.15,Wallet,Completed
10622,1143,10,Jharkhand,2026-01-13 21:22:00,2026-01-13 22:17:00,55,63.11,23.83,1503.91,RFID,Completed
10623,1192,11,Karnataka,2025-10-16 03:21:00,2025-10-16 03:46:00,25,31.32,12.98,406.53,Wallet,Completed
10624,1491,18,Nagaland,2026-02-28 23:05:00,2026-03-01 01:26:00,141,61.23,22.67,1388.08,Card,Completed
10625,1218,11,Karnataka,2025-05-27 20:30:00,2025-05-27 21:06:00,36,49.65,17.17,852.49,RFID,Completed
10626,1453,8,Haryana,2026-01-29 08:23:00,2026-01-29 10:13:00,110,58.06,16.13,936.51,Wallet,Completed
10627,1428,6,Goa,2025-07-13 07:29:00,2025-07-13 10:23:00,174,50.46,23.5,1185.81,RFID,Completed
10628,1309,1,Andhra Pradesh,2025-07-04 10:33:00,2025-07-04 13:08:00,155,78.81,22.56,1777.95,Card,Completed
10629,1400,14,Maharashtra,2026-06-25 17:08:00,2026-06-25 18:34:00,86,40.95,17.53,717.85,Wallet,Completed
10630,1537,10,Jharkhand,2025-04-08 05:59:00,2025-04-08 08:47:00,168,17.63,19.05,335.85,RFID,Completed
10631,1068,28,West Bengal,2026-02-02 17:35:00,2026-02-02 19:28:00,113,57.05,20.41,1164.39,Card,Completed
10632,1343,14,Maharashtra,2025-09-21 04:16:00,2025-09-21 05:27:00,71,16.57,13.1,217.07,UPI,Completed
10633,1115,8,Haryana,2025-11-15 19:39:00,2025-11-15 19:59:00,20,21.95,18.01,395.32,Wallet,Completed
10634,1031,14,Maharashtra,2026-02-09 11:56:00,2026-02-09 14:16:00,140,36.5,22.15,808.47,UPI,Completed
10635,1255,19,Odisha,2026-06-01 08:17:00,2026-06-01 11:17:00,180,19.03,21.48,408.76,UPI,Cancelled
10636,1242,5,Chhattisgarh,2026-03-06 01:26:00,2026-03-06 04:04:00,158,81.94,15.03,1231.56,Card,Completed
10637,1543,7,Gujarat,2026-03-15 12:35:00,2026-03-15 12:56:00,21,78.0,21.28,1659.84,UPI,Completed
10638,1222,20,Punjab,2025-06-19 11:22:00,2025-06-19 13:26:00,124,27.68,15.92,440.67,UPI,Completed
10639,1015,15,Manipur,2026-04-28 06:57:00,2026-04-28 08:53:00,116,36.99,15.38,568.91,RFID,Completed
10640,1341,17,Mizoram,2025-07-15 03:47:00,2025-07-15 05:59:00,132,19.88,23.22,461.61,Card,Completed
10641,1419,24,Telangana,2026-04-20 19:17:00,2026-04-20 21:13:00,116,61.24,12.18,745.9,Card,Failed
10642,1121,26,Uttar Pradesh,2025-03-10 04:11:00,2025-03-10 06:53:00,162,49.06,17.47,857.08,UPI,Completed
10643,1540,11,Karnataka,2026-02-19 02:43:00,2026-02-19 05:30:00,167,66.37,18.49,1227.18,Wallet,Completed
10644,1074,28,West Bengal,2026-06-19 08:43:00,2026-06-19 09:14:00,31,59.01,13.88,819.06,Wallet,Completed
10645,1048,22,Sikkim,2025-09-09 22:52:00,2025-09-09 23:46:00,54,62.39,15.65,976.4,Card,Completed
10646,1463,20,Punjab,2026-06-13 21:15:00,2026-06-14 00:01:00,166,8.92,14.61,130.32,Wallet,Completed
10647,1581,1,Andhra Pradesh,2026-03-02 06:03:00,2026-03-02 07:45:00,102,84.21,14.57,1226.94,Wallet,Completed
10648,1299,7,Gujarat,2026-01-07 05:21:00,2026-01-07 07:17:00,116,75.29,16.4,1234.76,UPI,Completed
10649,1024,27,Uttarakhand,2026-03-13 18:36:00,2026-03-13 19:54:00,78,56.35,17.31,975.42,RFID,Completed
10650,1267,18,Nagaland,2026-07-18 00:55:00,2026-07-18 02:42:00,107,21.99,12.76,280.59,UPI,Failed
10651,1431,22,Sikkim,2026-06-28 06:27:00,2026-06-28 09:09:00,162,38.8,23.75,921.5,Card,Completed
10652,1066,30,Jammu and Kashmir,2026-03-30 22:49:00,2026-03-31 01:20:00,151,87.19,14.78,1288.67,RFID,Cancelled
10653,1220,28,West Bengal,2025-05-28 17:36:00,2025-05-28 19:46:00,130,94.85,20.34,1929.25,Card,Completed
